varSource,DAM_NAME,varMaterial,sintYearCommissioned,decCrestElevation,decCrestLength,decHeight,decCapacity,LATITUDE_DD,LONGITUDE_DD,,,OWNERSHIP,Maj_Upgrad,Structure,Start Construction,Turbine Generations ,Spillways,Intake Gates,Powerhouse length (m),
ODI ,SVCA025,,,,,,,44.1939388,-81.2502362,,,Private,,,,,,,,
ODI ,,,,,,,,44.0334152,-78.14614,,,Conservation Authority,,,,,,,,
ODI ,,,,,,,,43.9760133,-78.182046,,,Private,,,,,,,,
ODI ,,,,,,,,43.4737424,-80.1455653,,,Private,,,,,,,,
ODI ,,,,,,,,43.348633,-80.6464851,,,Private,,,,,,,,
ODI ,,,,,,,,43.5518803,-80.2544793,,,Private,,,,,,,,
ODI ,,,,,,,,43.771477,-79.461366,,,Conservation Authority,,,,,,,,
ODI ,Etobicoke Creek:6878,,,,,,,43.592177,-79.549585,,,Private,,,,,,,,
ODI ,Humber River 2nd Dam,,,,,,,43.653395,-79.502909,,,Private,,,,,,,,
ODI ,Don River:42155,,,,,,,43.74276,-79.336345,,,Private,,,,,,,,
ODI ,Joe Lake Dam,,,,,,,45.5735627,-78.7187175,,,Provincial,,,,,,,,
ODI ,Lake Travers (Main) Dam,,,,,,,46.033347,-78.0068522,,,Provincial,,,,,,,,
ODI ,Black River Generating Station Dam,,,,,,,48.4268418,-80.3036498,,,Private,,,,,,,,
ODI ,EAGLE RIVER GS DAM,,,,,,,49.7907562,-93.1961838,,,Private,,,,,,,,
ODI ,,,,,,,,45.461274,-76.743793,,,Private,,,,,,,,
ODI ,Shand Dam,,,,,,,43.7344627,-80.3370658,,,Conservation Authority,,,,,,,,
ODI ,,,,,,,,45.1708794,-78.8139318,,,Private,,,,,,,,
ODI ,Cascade St Dam,,,,,,,45.3505833,-80.0260667,,,Municipal,,,,,,,,
ODI ,Fry's Lake Dam,,,,,,,45.4125,-79.6513,,,Private,,,,,,,,
ODI ,,,,,,,,45.2165968,-75.1558738,,,Private,,,,,,,,
ODI ,Flordale Dam,,,,,,,43.6346271,-80.5802654,,,Conservation Authority,,,,,,,,
ODI ,Bellamys Lake Dam,,,,,,,44.72371,-76.02164,,,Private,,,,,,,,
ODI ,Memesagamesing Lake Dam (concrete weir),,,,,,,46.0277076,-80.0512048,,,Provincial,,,,,,,,
ODI ,Otter Rapids GS Dam,,,,,,,50.1812674,-81.6356244,,,Ontario Power Generation,,,,,,,,
ODI ,Deloro Ruins,,,,,,,44.5091281,-77.6176025,,,Private,,,,,,,,
ODI ,Napanee River Trib:14038,,,,,,,44.376815,-76.781844,,,Private,,,,,,,,
ODI ,LAURENTIAN LODGE,,,,,,,46.6032601,-82.7906036,,,Private,,,,,,,,
ODI ,Eugenia Lake Dam 1,,,,,,,44.3158185,-80.515998,,,Ontario Power Generation,,,,,,,,
ODI ,Hope Mill Dam,,,,,,,44.2842,-78.1723,,,Conservation Authority,,,,,,,,
ODI ,Tiny Marsh - Dam B,,,,,,,44.6089789,-79.9206431,,,Provincial,,,,,,,,
ODI ,Moose Rapids,,,,,,,46.6314945,-80.6655957,,,Private,,,,,,,,
ODI ,,,,,,,,46.4893775,-81.0904747,,,Private,,,,,,,,
ODI ,Thunder Bay Resources Centre Dam,,,,,,,48.3715702,-89.3892648,,,Provincial,,,,,,,,
ODI ,Nestor Falls Dam,,,,,,,49.1153125,-93.9261967,,,Provincial,,,,,,,,
ODI ,Frank Lake Dam,,,,,,,50.1899232,-87.8720984,,,Provincial,,,,,,,,
ODI ,INTERNATIONAL FALLS - FORT FRANCIS,,,,,,,48.6088982,-93.4016876,,,Private,,,,,,,,
ODI ,Marmion Lake East Dam,,,,,,,48.906123,-91.4916509,,,Private,,,,,,,,
ODI ,Finlayson Dam,,,,,,,45.5082177,-78.9640899,,,Provincial,,,,,,,,
ODI ,Drag Lake Dam 1 (South),,,,,,,45.0506583,-78.4757747,,,Federal,,,,,,,,
ODI ,,,,,,,,46.4952001,-82.6234121,,,Private,,,,,,,,
ODI ,Big Trout Lake Dam - west,,,,,,,44.918937,-78.9436422,,,Private,,,,,,,,
ODI ,Wollaston Lake Dam,,,,,,,44.8107775,-77.8389697,,,Conservation Authority,,,,,,,,
ODI ,Bailey Creek Dam #4,,,,,,,43.98257,-79.97958,,,Private,,,,,,,,
ODI ,Willow Creek Tributary:8386,,,,,,,44.49148,-79.62799,,,Private,,,,,,,,
ODI ,Nottawasaga River; Upper Tributary:8443,,,,,,,44.00747,-79.96654,,,Private,,,,,,,,
ODI ,,,,,,,,44.2616078,-79.3427735,,,Conservation Authority,,,,,,,,
ODI ,354 Centennial Park Dam,,,,,,,44.282826,-79.6446536,,,Municipal,,,,,,,,
ODI ,Orono Dam,,,,,,,43.968386,-78.6169452,,,Provincial,,,,,,,,
ODI ,McKenzie Falls GS Dam,,,,,,,49.8046938,-93.1892329,,,Private,,,,,,,,
ODI ,,,,,,,,44.2199917,-77.3892222,,,Private,,,,,,,,
ODI ,Killaloe Station dam,,,,,,,45.5534954,-77.4170297,,,Municipal,,,,,,,,
ODI ,Devil lake Dam,,,,,,,44.6049256,-76.4062043,,,Private,,,,,,,,
ODI ,Leeders Creek:38670,,,,,,,44.5955676,-75.9011282,,,Private,,,,,,,,
ODI ,GSCA079A,,,,,,,44.508117,-80.977841,,,Private,,,,,,,,
ODI ,GSCA096,,,,,,,44.4368023,-80.8178459,,,Private,,,,,,,,
ODI ,Pigeon River:12132,,,,,,,44.1407074,-78.6812221,,,Private,,,,,,,,
ODI ,Western Rubber Co. Dam,,,,,,,43.85816,-80.0716321,,,Private,,,,,,,,
ODI ,Cedar Springs Dam,,,,,,,43.41463,-79.92268,,,Private,,,,,,,,
ODI ,Lower Reservoir Flow Control Structure,,,,,,,43.218116,-79.1229494,,,Conservation Authority,,,,,,,,
ODI ,,,,,,,,42.960166,-81.325598,,,Private,,,,,,,,
ODI ,,,,,,,,43.249066,-80.9995,,,Private,,,,,,,,
ODI ,,,,,,,,42.574241,-82.3958945,,,Private,,,,,,,,
ODI ,,,,,,,,42.8527992,-80.5123716,,,Private,,,,,,,,
ODI ,Sixth Street Dam,,,,,,,42.40623,-82.18381,,,Conservation Authority,,,,,,,,
ODI ,,,,,,,,42.3422244,-82.2525093,,,Private,,,,,,,,
ODI ,Wolf Lake Dam (Bancroft),,,,,,,44.7327397,-78.1847286,,,Provincial,,,,,,,,
ODI ,Farren Lake Dam,,,,,,,44.7698122,-76.4900281,,,Provincial,,,,,,,,
ODI ,American Trail (Harris Lake) Dam,,,,,,,45.7285666,-80.3649094,,,Provincial,,,,,,,,
ODI ,Everton Dam,,,,,,,43.6619539,-80.1532445,,,Conservation Authority,,,,,,,,
ODI ,Healey Lake Dam West Outlet,,,,,,,45.1348352,-79.9588129,,,Provincial,,,,,,,,
ODI ,Kahshe Lake (Plug) Dam,,,,,,,44.8328699,-79.2827382,,,Provincial,,,,,,,,
ODI ,Walkers Lake Dam,,,,,,,45.3724188,-79.0915855,,,Provincial,,,,,,,,
ODI ,Dore Lake Dam,,,,,,,45.6335281,-77.0646365,,,Provincial,,,,,,,,
ODI ,Bear Lake Dam,,,,,,,46.6225005,-79.6157203,,,Provincial,,,,,,,,
ODI ,Le Grou Lake Dam,,,,,,,45.8624236,-79.9047105,,,Provincial,,,,,,,,
ODI ,Trout Lake (Dablon Twp) Dam,,,,,,,47.0311941,-84.0962959,,,Provincial,,,,,,,,
ODI ,Birch (Gough) Lake Dam,,,,,,,46.2861343,-81.9292627,,,Provincial,,,,,,,,
ODI ,Washagami Lake Dam,,,,,,,46.6656203,-80.4395997,,,Provincial,,,,,,,,
ODI ,Opikinimika Lake Dam (south),,,,,,,47.5329982,-81.3443702,,,Provincial,,,,,,,,
ODI ,Charlton West Dam,,,,,,,47.8097719,-80.0021727,,,Provincial,,,,,,,,
ODI ,,,,,,,,47.6765455,-80.7349796,,,Private,,,,,,,,
ODI ,DAM-01-8332,,,,,,,48.1178969,-79.7030426,,,Private,,,,,,,,
ODI ,LONG SAULT RAPIDS GS DAM,,,,,,,49.2134095,-81.020462,,,Private,,,,,,,,
ODI ,,,,,,,,46.522307,-84.409527,,,Private,,,,,,,,
ODI ,Shekak River GS Dam,,,,,,,49.8086999,-84.4990147,,,Private,,,,,,,,
ODI ,Salem Creek:7047,,,,,,,44.0279727,-77.8439278,,,Private,,,,,,,,
ODI ,SVCA079 (Mount Forest Dam),,,,,,,43.9755038,-80.728241,,,Municipal,,,,,,,,
ODI ,SVCA119,,,,,,,44.2751712,-80.891144,,,Private,,,,,,,,
ODI ,SVCA013,,,,,,,44.3768083,-80.875717,,,Private,,,,,,,,
ODI ,,,,,,,,44.2271612,-80.9147014,,,Private,,,,,,,,
ODI ,New Hamburg Dam,,,,,,,43.3769168,-80.7111283,,,Conservation Authority,,,,,,,,
ODI ,Pt Lot 66;  Haldimand County,,,,,,,42.9802223,-79.9019901,,,Private,,,,,,,,
ODI ,Gilchrist Bay Dam,,,,,,,44.5411,-78.0956,,,Federal,,,,,,,,
ODI ,Chicopee Dam,,,,,,,43.4377836,-80.4148865,,,Conservation Authority,,,,,,,,
ODI ,Deer Lake (Wahwashkesh) Dam,,,,,,,45.7432881,-80.0941182,,,Provincial,,,,,,,,
ODI ,Hurdman Dam,,,,,,,46.3120196,-78.7481255,,,Provincial,,,,,,,,
ODI ,Marmora (Crowe Lake) Dam,,,,,,,44.4852422,-77.6884919,,,Conservation Authority,,,,,,,,
ODI ,DAM-01-00052,,,,,,,48.3395947,-81.0034329,,,Private,,,,,,,,
ODI ,Thunder Lake Dam,,,,,,,49.7601923,-92.6520362,,,Provincial,,,,,,,,
ODI ,,,,,,,,48.8078378,-91.593282,,,Provincial,,,,,,,,
ODI ,Reed Lake Dam,,,,,,,48.8022963,-91.6851633,,,Provincial,,,,,,,,
ODI ,West Arm Dam #1,,,,,,,48.7669093,-91.6670464,,,Provincial,,,,,,,,
ODI ,Marie Louise Lake Dam,,,,,,,48.3572996,-88.8085635,,,Provincial,,,,,,,,
ODI ,South Fowl Lake Dam,,,,,,,48.0393473,-89.9965699,,,Provincial,,,,,,,,
ODI ,Squirrel Falls,,,,,,,48.494495,-92.642251,,,Private,,,,,,,,
ODI ,,,,,,,,48.8365,-91.602551,,,Private,,,,,,,,
ODI ,Diversion Structure,,,,,,,48.3889024,-89.2715473,,,Private,,,,,,,,
ODI ,,,,,,,,42.7484741,-80.8860362,,,Private,,,,,,,,
ODI ,Nottawasaga River; Upper Tributary:7771,,,,,,,43.98718,-80.07153,,,Private,,,,,,,,
ODI ,Sheldon Creek Dam,,,,,,,44.08946,-80.07783,,,Private,,,,,,,,
ODI ,,,,,,,,44.04916,-80.00582,,,Private,,,,,,,,
ODI ,,,,,,,,43.99664,-80.03672,,,Private,,,,,,,,
ODI ,Old Grist Mill Dam,,,,,,,44.58532,-79.7482,,,Private,,,,,,,,
ODI ,Uxbridge Township,,,,,,,44.1029965,-79.1250507,,,Municipal,,,,,,,,
ODI ,Glen Echo Park Inc,,,,,,,43.9682106,-79.6197735,,,Private,,,,,,,,
ODI ,Peterborough PUC Dam - near Quaker Oats,,,,,,,44.312,-78.3144,,,Municipal,,,,,,,,
ODI ,,,,,,,,44.3662,-78.2919,,,Federal,,,,,,,,
ODI ,,,,,,,,43.8688362,-77.0946738,,,Private,,,,,,,,
ODI ,Sydenham Lake Dam,,,,,,,44.4132079,-76.5947792,,,Conservation Authority,,,,,,,,
ODI ,,,,,,,,44.2666341,-76.8944888,,,Private,,,,,,,,
ODI ,GSCA024,,,,,,,44.5404351,-80.4704366,,,Conservation Authority,,,,,,,,
ODI ,GSCA079B,,,,,,,44.5112674,-80.9766159,,,Private,,,,,,,,
ODI ,,,,,,,,44.408966,-78.836648,,,Private,,,,,,,,
ODI ,,,,,,,,43.8539827,-80.1065315,,,Private,,,,,,,,
ODI ,SN 002,,,,,,,43.9482487,-80.1169387,,,Private,,,,,,,,
ODI ,,,,,,,,43.2189282,-79.2132161,,,Private,,,,,,,,
ODI ,,,,,,,,43.0286031,-79.2132772,,,Private,,,,,,,,
ODI ,,,,,,,,42.9876681,-81.1287992,,,Private,,,,,,,,
ODI ,ABCA102,,,,,,,43.3564839,-81.4799648,,,Private,,,,,,,,
ODI ,Windmill Dam,,,,,,,42.8255471,-80.2959838,,,Municipal,,,,,,,,
ODI ,,,,,,,,42.7034169,-80.5630886,,,Private,,,,,,,,
ODI ,Mad River Tributary:8139,,,,,,,44.3043813,-80.0722242,,,Private,,,,,,,,
ODI ,Palmerston Lake Dam,,,,,,,45.0374162,-76.8126833,,,Provincial,,,,,,,,
ODI ,Westport Millpond Dam,,,,,,,44.6803248,-76.3946645,,,Provincial,,,,,,,,
ODI ,Dollars Lake Dam (Smith's Bay),,,,,,,45.9539353,-80.313266,,,Provincial,,,,,,,,
ODI ,Magnetawan West of Lock Dam,,,,,,,45.6651899,-79.6411548,,,Provincial,,,,,,,,
ODI ,Naiscoot River Dam,,,,,,,45.6495959,-80.4101879,,,Provincial,,,,,,,,
ODI ,Eagle Lake Dam,,,,,,,44.6721922,-76.672917,,,Provincial,,,,,,,,
ODI ,Omemee Dam,,,,,,,44.2989034,-78.555744,,,Provincial,,,,,,,,
ODI ,Talon Lake Dam,,,,,,,46.2825295,-79.0036447,,,Provincial,,,,,,,,
ODI ,Deerock Lake Dam,,,,,,,44.73551,-77.2271038,,,Private,,,,,,,,
ODI ,,,,,,,,46.5639693,-83.0423511,,,Private,,,,,,,,
ODI ,,,,,,,,46.5403758,-84.3449389,,,Private,,,,,,,,
ODI ,Bass Lake Dam,,,,,,,45.8948072,-81.925085,,,Private,,,,,,,,
ODI ,Tailings Dam,,,,,,,46.6351975,-81.4129113,,,Private,,,,,,,,
ODI ,DAM-01-39,,,,,,,48.1636169,-81.1971321,,,Private,,,,,,,,
ODI ,Hardy Auxiliary Dam (North),,,,,,,48.7827141,-91.5493236,,,Provincial,,,,,,,,
ODI ,West Tunnel Dam,,,,,,,48.7725521,-91.5619303,,,Provincial,,,,,,,,
ODI ,Dogpaw Lake Dam,,,,,,,49.4014832,-93.9517053,,,Provincial,,,,,,,,
ODI ,,,,,,,,50.219849,-92.65949,,,Private,,,,,,,,
ODI ,Snow Lake Weir,,,,,,,48.837263,-91.546689,,,Provincial,,,,,,,,
ODI ,,,,,,,,48.078842,-89.5548008,,,Private,,,,,,,,
ODI ,SVCA096 (Allan Park Dam),,,,,,,44.1468146,-80.9272658,,,Conservation Authority,,,,,,,,
ODI ,COBOCONK,,,,,,,44.6595526,-78.7968994,,,Unknown,,,,,,,,
ODI ,Willow Creek Tributary:7857,,,,,,,44.42913,-79.61108,,,Private,,,,,,,,
ODI ,Sheldon Creek Tributary:8045,,,,,,,44.07843,-80.07285,,,Private,,,,,,,,
ODI ,Orr Lake Dam,,,,,,,44.6031333,-79.8171,,,Private,,,,,,,,
ODI ,,,,,,,,44.1541518,-79.5539184,,,Conservation Authority,,,,,,,,
ODI ,,,,,,,,44.2607842,-79.1791192,,,Private,,,,,,,,
ODI ,Laraby Rapids Dam,,,,,,,44.5249734,-77.0031046,,,Private,,,,,,,,
ODI ,,,,,,,,44.4882471,-76.9920805,,,Private,,,,,,,,
ODI ,Little Cataraqui Creek Dam,,,,,,,44.2777701,-76.5238022,,,Conservation Authority,,,,,,,,
ODI ,Kingston Mills (lower),,,,,,,44.2938465,-76.4410763,,,Federal,,,,,,,,
ODI ,GSCA023 (SOUTH INGLIS FALLS DAM (GSCA)),,,,,,,44.5215955,-80.929821,,,Conservation Authority,,,,,,,,
ODI ,GSCA038 (WALTERS CREEK DAM),,,,,,,44.4862376,-80.7078215,,,Private,,,,,,,,
ODI ,,,,,,,,44.1692397,-78.5880704,,,Private,,,,,,,,
ODI ,Caledon Golf and Country Club,,,,,,,43.781135,-79.928399,,,Private,,,,,,,,
ODI ,Crooks Hollow Dam,,,,,,,43.2788,-79.9966,,,Conservation Authority,,,,,,,,
ODI ,,,,,,,,43.1945671,-79.2023873,,,Private,,,,,,,,
ODI ,Bronte Creek:41108,,,,,,,43.4149569,-79.9287339,,,Private,,,,,,,,
ODI ,Petrolia CA Dam (Bridgeview),,,,,,,42.87975,-82.139534,,,Conservation Authority,,,,,,,,
ODI ,Head Street Dam,,,,,,,42.961572,-81.623216,,,Conservation Authority,,,,,,,,
ODI ,,,,,,,,42.9133954,-80.6247436,,,Private,,,,,,,,
ODI ,,,,,,,,42.6445359,-80.7285736,,,Private,,,,,,,,
ODI ,Raven Lake Dam,,,,,,,45.1931735,-78.8557866,,,Provincial,,,,,,,,
ODI ,Skootamatta Lake Dam,,,,,,,44.8019996,-77.2224201,,,Provincial,,,,,,,,
ODI ,Fletcher Lake Dam,,,,,,,45.3425631,-78.8176782,,,Provincial,,,,,,,,
ODI ,Gull Lake Dam,,,,,,,44.9261819,-79.3550546,,,Provincial,,,,,,,,
ODI ,Noganosh Weir Dam,,,,,,,45.8193996,-80.3250171,,,Provincial,,,,,,,,
ODI ,Hills Lake Hatchery Dam,,,,,,,47.7353492,-80.0387382,,,Provincial,,,,,,,,
ODI ,Lauzon Lake Dam,,,,,,,46.1896707,-82.8080517,,,Provincial,,,,,,,,
ODI ,Mount Lake Dam,,,,,,,46.6777943,-82.7582171,,,Provincial,,,,,,,,
ODI ,Mindemoya Lake Dam,,,,,,,45.7111869,-82.2258743,,,Provincial,,,,,,,,
ODI ,Paudash Dam (Sand Lake),,,,,,,47.2940438,-81.716936,,,Provincial,,,,,,,,
ODI ,Prairie Bee Dam,,,,,,,47.9455712,-83.8619206,,,Provincial,,,,,,,,
ODI ,Monteith Dam,,,,,,,48.6447419,-80.6745339,,,Provincial,,,,,,,,
ODI ,DAM-07-8158,,,,,,,48.0454461,-79.8754001,,,Private,,,,,,,,
ODI ,Ragged Chutes weir,,,,,,,47.276436,-79.6729237,,,Private,,,,,,,,
ODI ,South Falls GS,,,,,,,45.0021708,-79.3017275,,,Private,,,,,,,,
ODI ,White's Falls Dam,,,,,,,44.8800454,-79.7225993,,,Private,,,,,,,,
ODI ,Tay Road Dam,,,,,,,44.8967597,-76.2516335,,,Private,,,,,,,,
ODI ,Tay River Trib:30343,,,,,,,44.8473877,-76.432807,,,Private,,,,,,,,
ODI ,Willows Creek:38634,,,,,,,45.0526689,-76.2069481,,,Private,,,,,,,,
ODI ,,,,,,,,45.0555148,-77.3230242,,,Private,,,,,,,,
ODI ,,,,,,,,44.593339,-77.411507,,,Private,,,,,,,,
ODI ,,,,,,,,44.0417409,-77.2789853,,,Private,,,,,,,,
ODI ,,,,,,,,44.6931126,-77.2123287,,,Private,,,,,,,,
ODI ,,,,,,,,46.7192377,-82.7399015,,,Private,,,,,,,,
ODI ,Shakwa Lake Dam,,,,,,,46.7803494,-81.9524425,,,Provincial,,,,,,,,
ODI ,Mine Pond Dam,,,,,,,46.632157,-81.3813668,,,Private,,,,,,,,
ODI ,Kagawong Lake Dam,,,,,,,45.9004985,-82.255784,,,Municipal,,,,,,,,
ODI ,Dryberry Lake North Dam,,,,,,,49.5305718,-93.9242561,,,Provincial,,,,,,,,
ODI ,,,,,,,,49.7648899,-94.5596662,,,Provincial,,,,,,,,
ODI ,,,,,,,,48.7999656,-91.7072333,,,Provincial,,,,,,,,
ODI ,VALERIE FALLS GS,,,,,,,48.791804,-91.70494,,,Private,,,,,,,,
ODI ,HIGH FALLS - BEARDMORE,,,,,,,49.6833129,-88.0055908,,,Private,,,,,,,,
ODI ,,,,,,,,49.4266757,-88.2121554,,,Private,,,,,,,,
ODI ,Shebandowan Lake Dam,,,,,,,48.619711,-90.061189,,,Private,,,,,,,,
ODI ,Loon Lake Dam,,,,,,,45.0248941,-78.4015979,,,Federal,,,,,,,,
ODI ,AYR,,,,,,,43.2860972,-80.451043,,,Unknown,,,,,,,,
ODI ,Boyne River Tributary:8002,,,,,,,44.11607,-80.21966,,,Private,,,,,,,,
ODI ,Noisy River:8204,,,,,,,44.2311443,-80.2818843,,,Private,,,,,,,,
ODI ,Pefferlaw Dam,,,,,,,44.3135628,-79.1973041,,,Conservation Authority,,,,,,,,
ODI ,Cannington,,,,,,,44.35304,-79.030991,,,Private,,,,,,,,
ODI ,Indian River Back Dam,,,,,,,44.4346,-78.1277,,,Private,,,,,,,,
ODI ,Tweed Mill Dam,,,,,,,44.4799015,-77.3130058,,,Private,,,,,,,,
ODI ,,,,,,,,44.3009292,-77.3394746,,,Private,,,,,,,,
ODI ,Kingsford Lake,,,,,,,44.5765693,-76.5211619,,,Private,,,,,,,,
ODI ,Marble Rock Dam,,,,,,,44.3973615,-76.1453297,,,Private,,,,,,,,
ODI ,GSCA039,,,,,,,44.4883085,-80.7114583,,,Private,,,,,,,,
ODI ,GSCA052,,,,,,,44.5451051,-80.9368825,,,Municipal,,,,,,,,
ODI ,,,,,,,,44.2747,-78.6201,,,Private,,,,,,,,
ODI ,,,,,,,,43.383,-80.1335,,,Conservation Authority,,,,,,,,
ODI ,,,,,,,,43.39796,-79.96022,,,Private,,,,,,,,
ODI ,Scotch Block berm,,,,,,,43.581141,-79.945959,,,Private,,,,,,,,
ODI ,,,,,,,,43.148612,-80.760466,,,Private,,,,,,,,
ODI ,LORNE HENDERSON CONSERVATION AUTHORITY DAM,,,,,,,42.8719193,-82.1853879,,,Conservation Authority,,,,,,,,
ODI ,,,,,,,,43.048901,-82.145621,,,Private,,,,,,,,
ODI ,,,,,,,,42.7908376,-80.200196,,,Private,,,,,,,,
ODI ,,,,,,,,42.39613,-82.13605,,,Conservation Authority,,,,,,,,
ODI ,Skootamatta Lake Plug 1 Dam,,,,,,,44.8037259,-77.221154,,,Provincial,,,,,,,,
ODI ,Weslemkoon Lake Dam,,,,,,,45.0730337,-77.4578208,,,Provincial,,,,,,,,
ODI ,Gurd Lake Dam (Parry Sound),,,,,,,45.9200881,-80.5498093,,,Provincial,,,,,,,,
ODI ,Healey Lake Dam East Outlet,,,,,,,45.1349453,-79.9581449,,,Provincial,,,,,,,,
ODI ,Skeleton Lake Dam,,,,,,,45.2252471,-79.5012341,,,Provincial,,,,,,,,
ODI ,Twenty-Seven (Clear) Dam,,,,,,,45.8648883,-79.2307247,,,Provincial,,,,,,,,
ODI ,Larder Lake Dam,,,,,,,48.0367473,-79.6009072,,,Provincial,,,,,,,,
ODI ,Arthur's Lake (Jack's Lake) Dam,,,,,,,45.9477612,-79.8516693,,,Provincial,,,,,,,,
ODI ,Peshu Lake Dam,,,,,,,46.9582317,-83.1560028,,,Provincial,,,,,,,,
ODI ,Ritchie Falls Dam,,,,,,,46.7455254,-82.267592,,,Provincial,,,,,,,,
ODI ,Tyson Lake Dam,,,,,,,46.1068931,-81.1001153,,,Provincial,,,,,,,,
ODI ,Remi Lake Dam #1 (Stoplog),,,,,,,49.4624478,-82.2048456,,,Provincial,,,,,,,,
ODI ,Charlton East Dam,,,,,,,47.8104322,-79.9988386,,,Provincial,,,,,,,,
ODI ,DAM-05-8158,,,,,,,48.0522739,-79.874716,,,Private,,,,,,,,
ODI ,Thorne water treatment plant,,,,,,,46.6975138,-79.1014671,,,Private,,,,,,,,
ODI ,Canadore College,,,,,,,46.3429939,-79.4949346,,,Private,,,,,,,,
ODI ,tributary of Meade Creek:30565,,,,,,,44.351,-78.2565,,,Private,,,,,,,,
ODI ,tributary of Cavan Creek (Trout):30633,,,,,,,44.1075228,-78.5806558,,,Private,,,,,,,,
ODI ,SVCA126 (Lower Durham Dam),,,,,,,44.1746075,-80.8209001,,,Conservation Authority,,,,,,,,
ODI ,SVCA091,,,,,,,44.1608425,-81.0317045,,,Municipal,,,,,,,,
ODI ,SVCA159,,,,,,,44.248522,-80.7785252,,,Private,,,,,,,,
ODI ,SVCA012,,,,,,,44.3780103,-80.8986987,,,Private,,,,,,,,
ODI ,Waterloo Park - Silver Lake,,,,,,,43.4655657,-80.5261114,,,Private,,,,,,,,
ODI ,,,,,,,,43.7270155,-80.5205881,,,Private,,,,,,,,
ODI ,,,,,,,,43.3402168,-80.1734326,,,Private,,,,,,,,
ODI ,Hampton Dam,,,,,,,43.9698194,-78.7474041,,,Conservation Authority,,,,,,,,
ODI ,East Duffins Creek:6913,,,,,,,43.979872,-79.088369,,,Private,,,,,,,,
ODI ,Toronto Zoo 1,,,,,,,43.8232962,-79.1836641,,,Private,,,,,,,,
ODI ,Lot 14 / Con 14,,,,,,,43.9571578,-81.5073705,,,Private,,,,,,,,
ODI ,Port Albert Dam,,,,,,,43.8781954,-81.7153427,,,Private,,,,,,,,
ODI ,West Harry Lake Dam,,,,,,,45.5366632,-78.8397178,,,Provincial,,,,,,,,
ODI ,Kinmount Dam,,,,,,,44.7806209,-78.6521255,,,Provincial,,,,,,,,
ODI ,,,,,,,,44.6753454,-78.346126,,,Private,,,,,,,,
ODI ,Trethewey Falls GS,,,,,,,44.9883741,-79.2712789,,,Private,,,,,,,,
ODI ,,,,,,,,45.5661252,-74.3860286,,,Private,,,,,,,,
ODI ,,,,,,,,44.7418534,-79.3277227,,,Private,,,,,,,,
ODI ,Tay River Trib:30314,,,,,,,44.8886127,-76.38652,,,Private,,,,,,,,
ODI ,Brassils Creek:30330,,,,,,,45.0139966,-75.8597415,,,Private,,,,,,,,
ODI ,,,,,,,,44.837082,-76.5417902,,,Private,,,,,,,,
ODI ,Mississippi Snye Control Dam,,,,,,,45.4342712,-76.2726809,,,Private,,,,,,,,
ODI ,,,,,,,,44.7222766,-76.9248447,,,Conservation Authority,,,,,,,,
ODI ,Lingham Lake Dam,,,,,,,44.7476198,-77.4079732,,,Conservation Authority,,,,,,,,
ODI ,,,,,,,,44.67786,-77.468833,,,Private,,,,,,,,
ODI ,Second Depot Lake Dam,,,,,,,44.5421051,-76.7695449,,,Private,,,,,,,,
ODI ,,,,,,,,46.5484972,-83.061243,,,Private,,,,,,,,
ODI ,Big Eddy GS,,,,,,,46.3846413,-81.5794885,,,Private,,,,,,,,
ODI ,Ice Lake Dam,,,,,,,45.8612673,-82.3722055,,,Private,,,,,,,,
ODI ,DAM-02-39,,,,,,,48.1672827,-81.1976854,,,Private,,,,,,,,
ODI ,East Tunnel Dam,,,,,,,48.7717184,-91.5499981,,,Provincial,,,,,,,,
ODI ,Hardy Auxiliary Dam (South),,,,,,,48.7809113,-91.5498039,,,Provincial,,,,,,,,
ODI ,Wagita Bay Dam #2,,,,,,,48.8239647,-91.6737516,,,Provincial,,,,,,,,
ODI ,Ray Lake Dam,,,,,,,48.7533652,-89.0089409,,,Provincial,,,,,,,,
ODI ,Wainwright Generating Station,,,,,,,49.8215049,-92.8761565,,,Private,,,,,,,,
ODI ,Abie Lake Weir,,,,,,,48.841824,-91.503498,,,Private,,,,,,,,
ODI ,Lakehead University Dam and Fishway,,,,,,,48.420272,-89.2635673,,,Private,,,,,,,,
ODI ,,,,,,,,42.60097,-81.8838,,,Private,,,,,,,,
ODI ,SVCA148 (COULAS DAM),,,,,,,44.1874932,-80.6333389,,,Private,,,,,,,,
ODI ,Sheldon Creek Tributary:7777,,,,,,,44.05947,-80.04433,,,Private,,,,,,,,
ODI ,Silver Creek:7867,,,,,,,44.45219,-80.32932,,,Private,,,,,,,,
ODI ,,,,,,,,44.02392,-79.83136,,,Private,,,,,,,,
ODI ,,,,,,,,44.3496405,-80.241357,,,Private,,,,,,,,
ODI ,,,,,,,,43.993095,-79.688719,,,Private,,,,,,,,
ODI ,,,,,,,,44.5165797,-79.0893498,,,Private,,,,,,,,
ODI ,,,,,,,,44.288889,-78.307401,,,Federal,,,,,,,,
ODI ,,,,,,,,44.5095876,-77.3914667,,,Private,,,,,,,,
ODI ,Wilton Road Dam,,,,,,,44.2852272,-76.7165674,,,Conservation Authority,,,,,,,,
ODI ,,,,,,,,44.625125,-75.7052333,,,Private,,,,,,,,
